transaction_id,customer_id,amount,transaction_date,product_category
6248,1217,119.94,2024-06-15,Music
6249,1218,107.27,2024-02-07,E-books
6250,1218,106.94,2023-10-16,E-books
6251,1218,144.83,2023-09-08,Cloud Storage
6252,1218,68.62,2024-12-15,Streaming
6253,1218,73.6,2023-03-14,Streaming
6254,1218,79.43,2025-05-27,Music
6255,1218,107.05,2024-02-08,E-books
6256,1218,39.84,2024-01-24,Cloud Storage
6257,1219,38.74,2024-11-23,Streaming
6258,1219,60.79,2025-03-16,Cloud Storage
6259,1219,14.2,2025-02-02,Music
6260,1219,50.68,2024-11-12,E-books
6261,1219,137.78,2024-05-27,Streaming
6262,1219,146.54,2024-11-08,Music
6263,1219,49.77,2024-10-18,Cloud Storage
6264,1220,57.57,2023-11-10,Music
6265,1220,35.0,2025-05-08,Music
6266,1220,128.0,2025-02-16,Streaming
6267,1221,63.05,2023-03-16,Streaming
6268,1221,57.37,2024-10-27,Cloud Storage
6269,1221,73.87,2024-05-17,Cloud Storage
6270,1222,141.76,2023-03-04,E-books
6271,1222,133.43,2023-06-02,Streaming
6272,1222,26.59,2025-01-17,Music
6273,1223,84.56,2023-06-19,Cloud Storage
6274,1223,54.51,2024-03-17,Music
6275,1223,138.94,2023-04-10,E-books
6276,1223,92.23,2023-11-29,Cloud Storage
6277,1224,55.88,2025-04-06,Cloud Storage
6278,1224,132.2,2023-12-27,E-books
6279,1224,134.02,2024-10-28,Streaming
6280,1225,120.74,2023-09-09,Streaming
6281,1225,33.44,2024-04-28,E-books
6282,1225,62.4,2023-12-16,Gaming
6283,1225,35.06,2023-06-01,Cloud Storage
6284,1225,83.57,2024-01-22,Gaming
6285,1225,76.33,2023-10-13,Gaming
6286,1225,99.33,2023-03-13,E-books
6287,1225,100.96,2024-10-30,Music
6288,1226,73.29,2024-10-02,Gaming
6289,1226,40.6,2024-03-21,Gaming
6290,1226,89.99,2023-01-19,Cloud Storage
6291,1226,45.63,2025-03-05,Music
6292,1227,51.31,2023-12-16,Cloud Storage
6293,1227,42.22,2025-04-18,Gaming
6294,1228,96.96,2024-03-20,Gaming
6295,1228,75.46,2024-04-07,Cloud Storage
6296,1228,122.63,2024-07-10,Cloud Storage
6297,1228,63.53,2024-11-28,Gaming
6298,1228,42.73,2023-08-09,Streaming
6299,1228,60.27,2025-03-07,Cloud Storage
6300,1228,127.96,2023-12-22,E-books
6301,1228,100.11,2023-03-18,Cloud Storage
6302,1228,139.72,2025-02-19,Streaming
6303,1229,60.43,2023-11-18,Music
6304,1229,56.73,2023-07-09,Cloud Storage
6305,1230,52.38,2023-02-15,Cloud Storage
6306,1230,36.69,2023-09-20,Music
6307,1230,149.78,2023-04-21,E-books
6308,1230,137.73,2025-05-22,Cloud Storage
6309,1230,49.46,2024-06-10,Gaming
6310,1231,125.06,2023-04-16,Streaming
6311,1231,76.08,2023-12-23,Music
6312,1231,131.17,2024-10-09,Music
6313,1231,111.27,2024-10-28,Gaming
6314,1231,42.72,2023-10-07,E-books
6315,1231,116.07,2023-05-22,Gaming
6316,1231,57.69,2025-03-04,Cloud Storage
6317,1232,70.03,2023-06-16,Gaming
6318,1232,39.34,2024-02-25,E-books
6319,1232,14.21,2025-01-08,E-books
6320,1232,132.33,2024-07-22,Streaming
6321,1233,123.46,2023-01-27,Cloud Storage
6322,1233,57.58,2024-03-27,Gaming
6323,1233,106.01,2024-04-12,E-books
6324,1233,51.95,2023-10-07,Streaming
6325,1233,89.46,2025-04-28,Music
6326,1233,31.52,2024-06-26,E-books
6327,1233,98.18,2023-09-21,E-books
6328,1233,90.34,2024-04-25,Gaming
6329,1234,142.82,2025-03-26,E-books
6330,1234,64.1,2024-01-30,Streaming
6331,1234,56.04,2024-02-23,Cloud Storage
6332,1234,23.05,2025-02-13,E-books
6333,1235,14.49,2023-06-25,E-books
6334,1235,78.41,2024-11-20,Music
6335,1235,19.73,2024-04-30,Cloud Storage
6336,1236,42.63,2023-07-25,E-books
6337,1236,19.8,2025-04-02,Cloud Storage
6338,1236,82.59,2024-12-06,Cloud Storage
6339,1236,130.36,2024-04-05,Gaming
6340,1237,148.54,2025-01-18,E-books
6341,1237,68.58,2023-05-01,Streaming
6342,1237,64.46,2024-10-31,Music
6343,1238,53.37,2023-02-13,Gaming
6344,1238,32.23,2023-10-20,Streeming
6345,1238,92.25,2024-01-02,Gaming
6346,1238,48.56,2025-05-23,Music
6347,1239,18.96,2024-04-17,E-books
6348,1239,123.06,2023-12-09,Cloud Storage
6349,1239,137.44,2024-01-14,Gaming
6350,1239,74.78,2025-04-20,Streaming
6351,1239,50.31,2024-02-18,Cloud Storage
6352,1239,108.04,2023-06-02,Cloud Storage
6353,1239,64.75,2023-02-07,Music
6354,1239,68.11,2024-11-28,E-books
6355,1240,74.1,2023-07-26,Music
6356,1240,107.79,2025-02-22,Gaming
6357,1240,107.81,2025-04-16,Music
6358,1240,133.98,2024-12-20,Cloud Storage
6359,1240,133.56,2023-11-27,Cloud Storage
6360,1240,103.33,2025-03-23,Music
6361,1240,137.22,2024-04-04,E-books
6362,1241,149.34,2025-03-13,Streaming
6363,1241,80.62,2023-03-24,Cloud Storage
6364,1242,73.13,2024-09-14,Music
6365,1242,80.85,2024-02-12,Streaming
6366,1242,20.25,2023-06-19,Gaming
6367,1242,63.36,2023-04-28,Gaming
6368,1242,129.81,2024-04-19,Streaming
6369,1242,11.5,2025-02-02,Music
6370,1242,55.8,2023-04-25,Gaming
6371,1243,74.59,2025-03-07,E-books
6372,1243,101.98,2023-05-31,Gaming
6373,1243,29.64,2023-02-10,Cloud Storage
6374,1243,127.82,2024-12-07,Streaming
6375,1243,94.98,2024-11-30,Cloud Storage
6376,1243,27.38,2023-05-02,Gaming
6377,1243,33.58,2023-07-13,Streaming
6378,1243,104.83,2024-12-24,Gaming
6379,1244,34.91,2023-05-30,Streaming
6380,1244,134.98,2023-12-02,Music
6381,1244,71.89,2025-04-12,E-books
6382,1244,99.74,2023-05-28,Streaming
6383,1244,64.69,2024-07-19,Gaming
6384,1244,17.34,2025-05-26,Streaming
6385,1245,117.4,2024-09-17,Cloud Storage
6386,1245,137.23,2024-11-07,Streaming
6387,1245,12.25,2025-05-02,Streaming
6388,1245,57.2,2024-11-15,Streaming
6389,1245,40.88,2025-02-21,Music
6390,1245,111.36,2025-04-15,Gaming
6391,1245,81.75,2023-02-15,Cloud Storage
6392,1246,88.69,2024-11-17,E-books
6393,1246,39.0,2023-11-23,Gaming
6394,1246,141.45,2025-01-27,Music
6395,1246,39.93,2024-05-30,Cloud Storage
6396,1246,34.31,2024-04-14,Cloud Storage
6397,1246,11.68,2024-10-25,Gaming
6398,1247,19.24,2023-02-16,Cloud Storage
6399,1247,100.99,2024-05-18,Streaming
6400,1247,19.43,2024-10-19,Gaming
6401,1247,52.21,2023-09-25,Clud Storage
6402,1248,109.75,2023-03-12,E-books
6403,1248,34.0,2025-02-22,E-books
6404,1249,147.4,2023-06-17,Gaming
6405,1249,104.91,2023-04-02,Music
6406,1249,56.49,2023-08-19,Cloud Storage
6407,1249,146.92,2023-07-18,Gaming
6408,1249,19.45,2025-05-12,E-books
6409,1249,137.69,2024-02-26,Gaming
6410,1250,99.68,2024-10-04,E-books
6411,1250,92.25,2025-05-17,Music
6412,1250,12.97,2023-04-14,Streaming
6413,1250,53.24,2023-05-06,Gaming
6414,1250,116.01,2023-09-04,Streaming
6415,1250,18.39,2024-05-12,Gaming
6416,1250,51.53,2024-12-26,Gaming
6417,1250,38.61,2025-04-22,Music
6418,1250,139.28,2023-09-26,Gaming
6419,1251,28.8,2024-07-09,Streaming
6420,1251,82.92,2024-04-01,Cloud Storage
6421,1251,115.08,2024-10-08,Cloud Storage
6422,1251,57.98,2024-11-01,E-books
6423,1251,17.57,2023-07-20,Music
6424,1251,122.2,2023-06-18,Music
6425,1252,132.18,2023-12-14,Cloud Storage
6426,1252,35.7,2023-08-25,Streaming
6427,1252,19.05,2024-01-13,Streaming
6428,1252,143.51,2025-04-07,Music
6429,1252,141.36,2025-01-22,Streaming
6430,1252,34.31,2023-11-15,Music
6431,1252,43.08,2025-03-11,Gaming
6432,1252,111.5,2024-07-16,Music
6433,1252,111.03,2024-09-22,Gaming
6434,1252,34.7,2024-09-18,Cloud Storage
6435,1253,90.7,2023-08-19,Music
6436,1253,48.06,2023-03-22,Gaming
6437,1253,21.2,2024-05-27,Gaming
6438,1253,62.88,2024-02-03,Gaming
6439,1253,69.18,2023-09-14,Gaming
6440,1254,124.74,2023-03-10,Gaming
6441,1254,12.77,2024-05-05,Gaming
6442,1254,129.57,2023-04-14,Cloud Storage
6443,1255,85.21,2023-11-11,Music
6444,1255,46.02,2024-02-11,Cloud Storage
6445,1255,73.5,2024-05-11,E-books
6446,1255,94.84,2025-03-18,Cloud Storage
6447,1255,29.13,2024-02-05,Music
6448,1255,31.66,2024-11-17,Streaming
6449,1255,11.8,2024-01-04,Cloud Storage
6450,1255,78.8,2024-03-31,Gaming
6451,1255,145.87,2024-05-13,Gaming
6452,1255,78.54,2023-08-13,E-books
6453,1256,67.23,2025-04-21,Streaming
6454,1256,63.88,2023-10-29,Music
6455,1257,116.81,2024-09-11,Cloud Storage
6456,1257,81.35,2024-01-16,Cloud Storage
6457,1257,107.5,2023-08-03,Gaming
6458,1257,139.71,2023-05-08,Music
6459,1258,76.88,2023-02-18,Cloud Storage
6460,1258,98.33,2023-07-08,Streaming
6461,1258,107.65,2023-08-09,Music
6462,1258,46.59,2024-02-19,Music
6463,1259,44.64,2023-10-16,Music
6464,1259,11.73,2023-04-02,Streaming
6465,1259,100.22,2024-05-02,Gaming
6466,1259,108.85,2025-03-09,E-books
6467,1259,137.39,2024-03-23,Music
6468,1260,,2024-07-25,E-books
6469,1260,145.48,2023-07-26,Gaming
6470,1260,92.05,2023-05-10,Gaming
6471,1260,115.34,2023-05-16,Streaming
6472,1260,25.3,2023-10-22,Cloud Storage
6473,1260,123.99,2024-08-28,Music
6474,1260,140.2,2024-04-18,Cloud Storage
6475,1261,148.18,2023-02-15,Gaming
6476,1262,23.56,2023-03-30,Gaming
6477,1263,68.36,2024-08-08,Gaming
6478,1263,33.89,2024-05-12,Music
6479,1263,108.57,2024-11-09,Gaming
6480,1263,35.48,2025-02-07,Gaming
6481,1263,89.39,2024-10-25,Music
6482,1263,38.13,2023-04-24,Music
6483,1263,123.29,2024-11-15,Cloud Storage
6484,1263,147.61,2024-04-07,Gaming
6485,1263,97.76,2023-08-30,Streaming
6486,1264,21.17,2025-03-04,Gaming
6487,1264,27.46,2025-03-26,Cloud Storage
6488,1264,14.15,2024-10-02,Gaming
6489,1265,104.19,2025-02-16,Streaming
6490,1265,18.55,2023-04-22,Streaming
6491,1265,103.15,2023-03-14,Streaming
6492,1265,23.56,2023-12-13,Streaming
6493,1265,62.59,2023-12-15,Cloud Storage
6494,1265,140.5,2024-02-01,Cloud Storage
6495,1265,94.61,2024-06-20,Cloud Storage
6496,1265,105.46,2024-06-13,Cloud Storage
6497,1266,141.74,2023-07-19,Gaming
6498,1266,62.98,2025-04-02,Cloud Storage
6499,1266,132.23,2023-02-25,Streaming
6500,1266,10.43,2023-06-15,Gaming
6501,1267,13.6,2025-01-25,E-books
6502,1267,49.13,2023-06-14,Music
6503,1267,61.58,2023-09-05,Gaming
6504,1268,67.84,2024-11-19,Streaming
6505,1268,148.07,2023-02-18,Cloud Storage
6506,1268,12.33,2024-05-27,Streaming
6507,1268,145.74,2023-05-08,Cloud Storage
6508,1268,104.91,2024-10-03,E-books
6509,1268,77.84,2023-05-05,E-books
6510,1268,121.15,2024-06-08,Gaming
6511,1268,141.47,2024-01-29,Streaming
6512,1268,112.8,2024-08-03,E-books
6513,1269,109.67,2023-12-15,E-books
6514,1269,119.88,2023-05-28,E-books
6515,1269,14.44,2024-01-07,Streaming
6516,1269,52.19,2023-07-11,E-books
6517,1270,33.53,2024-02-29,Streaming
6518,1270,77.5,2023-11-24,Music
6519,1270,44.07,2024-12-07,Streaming
6520,1270,24.77,2023-05-29,Streaming
6521,1270,32.43,2024-06-30,Gaming
6522,1270,117.28,2024-10-17,Cloud Storage
6523,1270,103.23,2023-07-14,Streaming
6524,1270,103.17,2023-11-30,Gaming
6525,1271,121.38,2024-06-24,Music
6526,1271,140.45,2023-04-07,E-books
6527,1272,100.16,2024-05-09,Gaming
6528,1272,101.55,2023-03-19,E-books
6529,1273,123.18,2024-10-14,Cloud Storage
6530,1273,26.2,2025-03-02,Streaming
6531,1273,22.48,2023-05-03,E-books
6532,1273,141.21,2023-04-29,Streaming
6533,1273,90.2,2025-01-20,Cloud Storage
6534,1273,143.57,2023-10-18,Streaming
6535,1273,53.51,2023-10-04,E-books
6536,1274,128.6,2024-03-23,Cloud Storage
6537,1274,117.98,2023-03-06,Music
6538,1274,82.77,2023-09-22,E-books
6539,1274,41.1,2024-04-21,Streaming
6540,1275,129.33,2024-07-11,Music
6541,1275,124.26,2024-07-31,Music
6542,1275,79.98,2024-02-19,Music
6543,1275,94.21,2025-01-01,Streaming
6544,1275,93.84,2024-07-18,E-books
6545,1275,148.65,2025-01-24,Cloud Storage
6546,1275,149.56,2023-06-07,E-books
6547,1275,76.96,2023-02-02,Music
6548,1275,79.3,2023-06-09,Gaming
6549,1276,147.36,2024-06-23,Music
6550,1277,128.73,2023-02-21,Music
6551,1277,108.06,2025-04-07,Music
6552,1277,129.95,2023-05-17,Gaming
6553,1277,51.87,2023-02-16,Music
6554,1278,86.71,2024-06-19,Gaming
6555,1279,148.64,2023-04-16,Gaming
6556,1279,64.75,2023-12-07,Cloud Storage
6557,1279,49.53,2024-11-12,E-books
6558,1279,65.13,2025-01-16,Cloud Storage
6559,1279,115.32,2023-10-14,Streaming
6560,1279,128.97,2023-06-04,Cloud Storage
6561,1279,74.05,2024-12-14,E-books
6562,1279,29.26,2023-06-18,Gaming
6563,1280,135.61,2024-10-28,Music
6564,1280,122.61,2024-11-11,Streaming
6565,1280,60.71,2023-10-19,Streaming
6566,1280,104.96,2024-12-30,Gaming
6567,1280,143.06,2024-03-19,Music
6568,1281,23.45,2024-01-31,Music
6569,1282,26.43,2023-12-20,Cloud Storage
6570,1283,70.74,2024-12-29,
6571,1283,44.3,2025-01-29,Music
6572,1283,65.53,2024-07-25,E-books
6573,1283,143.64,2023-08-01,Gaming
6574,1283,118.62,2023-03-08,Streaming
6575,1283,118.88,2023-02-13,Gaming
6576,1283,48.53,2023-08-01,Gaming
6577,1283,61.43,2025-01-28,Streaming
6578,1283,21.57,2024-01-16,E-books
6579,1283,41.49,2023-10-08,E-books
6580,1284,77.13,2023-06-20,Streaming
6581,1284,121.21,2024-11-26,Gaming
6582,1284,77.79,2023-08-09,Gaming
6583,1284,51.77,2025-01-22,Streaming
6584,1284,55.53,2023-05-31,E-books
6585,1284,35.88,2023-02-18,Streaming
6586,1284,65.13,2023-02-13,E-books
6587,1284,119.69,2023-12-05,Gaming
6588,1284,18.95,2023-01-24,E-books
6589,1284,85.46,2023-02-12,Streaming
6590,1285,145.2,2025-01-30,Music
6591,1285,130.68,2023-06-19,Music
6592,1285,10.75,2024-02-28,Cloud Storage
6593,1285,27.23,2025-01-19,E-books
6594,1286,101.37,2025-03-02,E-books
6595,1286,45.95,2023-04-20,Streaming
6596,1286,21.85,2025-01-23,E-books
6597,1286,51.8,2023-11-20,Music
6598,1287,146.79,2023-07-27,Streaming
6599,1287,44.77,2025-04-13,E-books
6600,1287,136.65,2024-08-03,E-books
6601,1287,72.29,2023-10-18,Gaming
6602,1287,107.31,2023-12-12,Cloud Storage
6603,1287,94.86,2023-12-25,Music
6604,1287,106.31,2023-07-22,Streaming
6605,1288,15.14,2025-01-05,Cloud Storage
6606,1288,129.85,2024-10-22,Music
6607,1288,94.3,2024-10-21,E-books
6608,1288,60.27,2025-01-19,E-books
6609,1289,20.41,2024-09-11,Cloud Storage
6610,1289,63.45,2024-12-14,Gaming
6611,1289,73.85,2024-09-12,Gaming
6612,1289,141.63,2025-01-04,E-books
6613,1289,38.53,2023-08-25,Cloud Storage
6614,1289,149.35,2023-06-17,Music
6615,1289,110.02,2023-10-31,E-books
6616,1290,32.97,2023-02-09,Music
6617,1290,54.29,2023-03-16,Gaming
6618,1290,63.05,2023-09-20,Music
6619,1290,20.85,2025-01-23,E-books
6620,1290,25.4,2023-11-16,Gaming
6621,1290,19.23,2023-08-14,Streaming
6622,1290,60.79,2024-06-23,Cloud Storage
6623,1290,30.49,2023-03-05,Music
6624,1290,48.31,2025-02-19,Gaming
6625,1290,147.13,2024-10-15,Gaming
6626,1291,119.58,2025-01-24,Music
6627,1291,83.71,2024-07-21,E-books
6628,1292,23.38,2024-06-07,E-books
6629,1292,131.16,2023-11-13,Cloud Storage
6630,1292,95.05,2025-04-11,Music
6631,1292,54.52,2023-04-22,Gaming
6632,1292,35.29,2023-02-25,E-books
6633,1292,87.23,2023-01-11,Gaming
6634,1292,76.76,2025-01-20,Cloud Storage
6635,1292,11.33,2023-12-22,Music
6636,1293,29.97,2023-10-27,Cloud Storage
6637,1293,17.4,2023-05-19,Cloud Storage
6638,1293,109.05,2024-09-17,E-books
6639,1294,108.95,2024-11-24,Gaming
6640,1294,148.07,2023-03-05,Gaming
6641,1294,80.31,2024-08-21,Gaming
6642,1294,82.88,2023-05-26,Music
6643,1294,52.73,2025-03-02,Cloud Storage
6644,1294,66.91,2024-07-14,Streaming
6645,1294,98.85,2025-03-13,Music
6646,1295,33.12,2025-04-02,Streaming
6647,1295,114.08,2023-11-10,Gaming
6648,1296,144.7,2024-03-22,E-books
6649,1297,77.15,2023-12-20,E-books
6650,1297,107.7,2024-04-10,Streaming
6651,1297,96.28,2023-01-30,Streaming
6652,1298,108.36,2023-04-24,Cloud Storage
6653,1298,44.19,2023-05-05,E-books
6654,1298,105.77,2025-04-17,E-books
6655,1298,72.81,2024-12-09,E-books
6656,1298,136.53,2024-12-02,Streaming
6657,1298,61.39,2025-01-14,E-books
6658,1298,59.46,2025-04-08,Gaming
6659,1299,63.07,2024-05-13,Streaming
6660,1299,57.31,2023-07-05,Music
6661,1299,126.44,2023-04-07,Streaming
6662,1299,50.61,2024-01-22,Cloud Storage
6663,1299,47.07,2025-05-28,E-books
6664,1299,65.11,2024-07-22,E-books
6665,1299,125.6,2025-04-24,Gaming
6666,1299,134.95,2023-01-13,
6667,1300,59.8,2023-09-08,Gaming
6668,1301,51.77,2025-02-10,Streaming
6669,1301,58.96,2023-05-22,Music
6670,1301,66.29,2025-05-21,Streaming
6671,1301,70.31,2024-11-09,Streaming
6672,1301,84.07,2024-12-24,Gaming
6673,1301,27.34,2024-01-17,Streaming
6674,1302,117.72,2024-09-16,Music
6675,1302,75.9,2024-05-12,Cloud Storage
6676,1302,61.03,2024-11-25,E-books
6677,1303,25.22,2024-03-07,Gaming
6678,1303,32.66,2024-06-02,Gaming
6679,1303,10.81,2023-06-04,Music
6680,1303,25.49,2024-08-12,Streaming
6681,1303,28.72,2024-03-25,Cloud Storage
6682,1304,32.44,2024-11-08,Gaming
6683,1305,26.63,2024-01-16,E-books
6684,1305,79.38,2023-07-02,Music
6685,1305,55.48,2023-04-09,Gaming
6686,1305,80.26,2023-05-02,Gaming
6687,1305,28.4,2025-02-09,Streaming
6688,1306,31.78,2024-01-04,Streaming
6689,1306,117.43,2024-09-30,Streaming
6690,1306,104.96,2024-06-14,Clud Storage
6691,1307,113.24,2024-03-12,Gaming
6692,1307,50.53,2024-01-19,Streaming
6693,1307,116.53,2024-09-19,E-books
6694,1307,31.35,2023-12-24,Music
6695,1307,44.93,2023-04-06,Streaming
6696,1307,130.98,2023-06-13,Music
6697,1307,103.29,2024-03-17,Music
6698,1307,76.34,2023-03-21,Streaming
6699,1307,108.16,2024-01-02,E-books
6700,1307,35.37,2023-10-03,Music
6701,1308,26.86,2024-04-15,Streaming
6702,1308,48.34,2024-11-15,Music
6703,1308,69.68,2023-09-07,Music
6704,1308,22.73,2025-04-08,Gaming
6705,1309,83.5,2023-06-14,Music
6706,1309,41.05,2024-03-20,Gaming
6707,1309,18.59,2024-03-19,Streaming
6708,1309,52.6,2024-08-28,Cloud Storage
6709,1309,49.28,2024-06-05,Gaming
6710,1309,44.58,2025-04-12,Music
6711,1309,15.72,2025-04-07,Cloud Storage
6712,1310,49.94,2024-08-17,E-books
6713,1310,24.11,2024-11-22,Cloud Storage
6714,1310,142.77,2024-05-23,Cloud Storage
6715,1310,52.61,2025-02-20,Streaming
6716,1311,117.86,2025-01-17,Cloud Storage
6717,1311,60.48,2023-02-21,Cloud Storage
6718,1311,114.01,2023-10-05,E-books
6719,1311,94.66,2024-09-29,Cloud Storage
6720,1311,39.4,2024-05-02,Streaming
6721,1311,134.21,2025-01-17,E-books
6722,1311,26.85,2023-10-08,Music
6723,1311,37.01,2024-02-29,Streaming
6724,1311,20.48,2023-11-18,E-books
6725,1312,52.21,2024-01-31,Music
6726,1312,84.7,2024-12-24,Streaming
6727,1312,27.9,2024-03-28,E-books
6728,1312,109.62,2023-04-14,E-books
6729,1312,146.52,2024-05-21,Gaming
6730,1312,98.18,2025-01-30,Gaming
6731,1313,77.59,2023-12-11,E-books
6732,1313,120.72,2024-12-11,E-books
6733,1314,107.54,2025-01-18,Cloud Storage
6734,1314,16.36,2023-10-29,Streaming
6735,1314,121.21,2023-06-20,Music
6736,1314,113.7,2024-04-18,Gaming
6737,1314,105.86,2023-12-22,Streaming
6738,1315,71.28,2023-12-26,Gaming
6739,1315,88.75,2024-04-26,Gaming
6740,1315,95.01,2024-10-31,Music
6741,1316,32.4,2024-10-19,E-books
6742,1317,133.08,2023-03-13,E-books
6743,1318,80.53,2023-05-24,E-books
6744,1318,46.24,2024-10-17,Streeming
6745,1318,109.16,2023-11-12,Streaming
6746,1318,33.96,2025-04-14,E-books
6747,1318,43.35,2025-04-20,Music
6748,1318,141.89,2024-08-19,Music
6749,1318,47.86,2023-03-13,Streaming
6750,1318,99.94,2024-09-18,Music
6751,1319,26.27,2023-08-05,Cloud Storage
6752,1319,98.58,2024-05-18,Cloud Storage
6753,1319,21.65,2023-06-08,E-books
6754,1319,46.97,2025-01-14,Gaming
6755,1319,135.77,2024-08-02,Cloud Storage
6756,1319,147.94,2023-08-29,Streaming
6757,1319,125.35,2024-10-18,Cloud Storage
6758,1319,34.74,2025-05-14,E-books
6759,1319,102.02,2023-03-26,E-books
6760,1320,111.16,2023-06-26,Gaming
6761,1320,142.39,2024-09-09,E-books
6762,1321,38.86,2024-03-04,Music
6763,1321,55.4,2024-11-03,E-books
6764,1321,98.17,2023-04-21,Gaming
6765,1321,31.79,2024-10-05,Gaming
6766,1321,61.61,2024-01-26,Streaming
6767,1321,79.43,2024-02-15,Music
6768,1321,124.18,2024-12-01,Music
6769,1321,89.75,2023-05-15,Music
6770,1321,100.66,2025-05-09,Cloud Storage
6771,1322,133.94,2023-02-13,Gaming
6772,1322,106.23,2024-11-19,Streaming
6773,1322,30.09,2024-03-20,Music
6774,1323,137.28,2024-04-13,Streaming
6775,1323,111.4,2025-01-10,Streaming
6776,1323,94.46,2024-05-09,Gaming
6777,1323,12.9,2023-02-04,Streaming
6778,1323,116.88,2023-08-10,Streaming
6779,1323,28.51,2023-04-03,Streaming
6780,1323,47.47,2023-08-27,E-books
6781,1323,11.89,2025-05-21,Streaming
6782,1324,113.06,2024-06-18,Streaming
6783,1324,38.33,2024-01-25,E-books
6784,1324,134.93,2023-02-15,Music
6785,1324,53.03,2024-01-26,Music
6786,1324,44.13,2023-11-21,Cloud Storage
6787,1324,97.85,2025-01-24,Streaming
6788,1324,125.49,2025-02-14,E-books
6789,1324,51.54,2023-12-24,Gaming
6790,1324,29.86,2024-10-13,Streaming
6791,1325,69.8,2024-12-31,Cloud Storage
6792,1325,101.75,2024-10-11,Gaming
6793,1325,106.15,2023-05-29,Streaming
6794,1325,78.85,2025-02-07,Music
6795,1326,143.91,2024-08-15,Cloud Storage
6796,1326,20.68,2024-06-23,Streaming
6797,1327,139.26,2025-03-05,Streaming
6798,1327,94.63,2024-11-29,Gaming
6799,1327,84.27,2023-09-24,Music
6800,1327,105.12,2024-12-28,Cloud Storage
6801,1327,97.47,2024-08-10,Cloud Storage
6802,1327,132.56,2024-08-26,Gaming
6803,1328,140.6,2023-02-20,Streaming
6804,1328,120.44,2024-12-29,Music
6805,1328,54.84,2024-04-26,Gaming
6806,1328,110.99,2023-03-18,Gaming
6807,1328,124.05,2025-02-04,E-books
6808,1328,69.84,2023-05-17,Cloud Storage
6809,1329,22.66,2025-01-20,Music
6810,1329,117.45,2024-06-03,Cloud Storage
6811,1329,79.19,2024-01-24,Gaming
6812,1330,121.09,2024-06-23,Music
6813,1330,122.3,2023-07-31,Music
6814,1330,63.65,2023-11-15,Gaming
6815,1330,85.42,2024-01-12,E-books
6816,1330,85.07,2024-10-07,Gaming
6817,1330,21.71,2023-05-29,Gaming
6818,1330,83.77,2023-03-27,Music
6819,1330,108.43,2024-10-02,Cloud Storage
6820,1330,10.4,2025-05-13,Cloud Storage
6821,1330,88.17,2025-01-14,Streaming
6822,1331,137.59,2024-05-26,Music
6823,1332,74.45,2023-01-26,E-books
6824,1332,146.05,2024-03-25,Music
6825,1332,39.5,2024-10-13,Streaming
6826,1332,114.58,2025-01-30,Music
6827,1332,62.84,2025-05-04,Gaming
6828,1333,17.57,2025-02-11,E-books
6829,1333,20.33,2023-01-24,E-books
6830,1333,131.87,2025-04-30,Music
6831,1333,61.13,2025-03-11,Music
6832,1333,20.79,2023-10-26,Gaming
6833,1333,30.96,2024-11-25,Gaming
6834,1334,114.73,2023-06-15,Cloud Storage
6835,1334,75.83,2023-05-22,Cloud Storage
6836,1334,72.16,2023-08-09,Streaming
6837,1335,25.58,2025-03-30,Streaming
6838,1335,94.58,2024-12-04,E-books
6839,1335,32.45,2024-04-20,Gaming
6840,1335,105.19,2024-02-20,E-books
6841,1335,109.6,2024-09-08,E-books
6842,1336,52.84,2024-10-10,Gaming
6843,1336,140.4,2024-08-25,Streaming
6844,1336,83.01,2025-01-22,Music
6845,1336,66.06,2025-04-03,Music
6846,1336,64.92,2023-02-08,E-books
6847,1336,94.71,2025-03-12,Gaming
6848,1336,76.84,2023-08-01,Gaming
6849,1336,125.82,2024-12-13,Streaming
6850,1336,122.47,2023-08-07,Gaming
6851,1337,47.79,2025-02-13,Streaming
6852,1337,60.78,2023-03-25,Cloud Storage
6853,1337,13.93,2024-08-15,Music
6854,1337,85.82,2025-03-25,Music
6855,1338,11.54,2024-07-18,Music
6856,1338,87.24,2023-08-16,Streaming
6857,1338,43.65,2025-03-04,E-books
6858,1338,89.07,2023-10-31,Gaming
6859,1338,16.4,2024-07-12,Streaming
6860,1338,142.09,2025-05-22,Cloud Storage
6861,1338,115.24,2024-04-18,E-books
6862,1338,37.28,2023-04-22,Gaming
6863,1338,111.6,2025-01-18,Streaming
6864,1338,56.38,2023-05-02,E-books
6865,1339,80.3,2023-03-29,Music
6866,1339,13.32,2023-03-07,Gaming
6867,1340,92.09,2025-04-22,Cloud Storage
6868,1340,32.57,2023-07-02,Gaming
6869,1340,21.03,2023-08-29,Streaming
6870,1340,143.39,2024-10-05,Music
6871,1340,123.05,2023-07-31,Music
6872,1340,117.64,2024-12-17,E-books
6873,1340,82.28,2023-05-15,E-books
6874,1340,101.2,2023-04-04,Cloud Storage
6875,1341,119.95,2024-06-17,Cloud Storage
6876,1341,60.44,2024-03-15,Streaming
6877,1341,134.7,2023-03-30,Gaming
6878,1341,43.48,2023-09-13,E-books
6879,1341,20.5,2024-12-25,E-books
6880,1341,97.89,2024-01-07,Streaming
6881,1341,122.66,2025-01-04,Cloud Storage
6882,1341,86.6,2023-03-06,Streaming
6883,1342,23.18,2024-07-13,Music
